Pressure Vapor	Temperature	Volume Vapor	Enthalpy Vapor	Entropy Vapor
170.0000	60.0000	0.1855	469.0000	2.0652
170.0000	65.0000	0.1885	473.4000	2.0785
170.0000	70.0000	0.1914	477.9000	2.0917
170.0000	75.0000	0.1944	482.5000	2.1049
170.0000	80.0000	0.1973	487.1000	2.1179
170.0000	85.0000	0.2002	491.7000	2.1309
170.0000	90.0000	0.2032	496.3000	2.1438
170.0000	95.0000	0.2061	501.0000	2.1566
170.0000	100.0000	0.2090	505.8000	2.1694
170.0000	105.0000	0.2119	510.5000	2.1821
170.0000	110.0000	0.2148	515.3000	2.1947
170.0000	115.0000	0.2178	520.2000	2.2072
170.0000	120.0000	0.2207	525.0000	2.2197
170.0000	125.0000	0.2236	530.0000	2.2321
180.0000	-20.0000	0.1296	402.7000	1.8330
180.0000	-15.0000	0.1325	406.5000	1.8481
180.0000	-10.0000	0.1354	410.4000	1.8630
180.0000	-5.0000	0.1383	414.3000	1.8778
180.0000	0.0000	0.1412	418.3000	1.8924
180.0000	5.0000	0.1440	422.3000	1.9069
180.0000	10.0000	0.1469	426.3000	1.9213
180.0000	15.0000	0.1497	430.4000	1.9356
180.0000	20.0000	0.1526	434.5000	1.9498
180.0000	25.0000	0.1554	438.7000	1.9638
180.0000	30.0000	0.1582	442.9000	1.9778
180.0000	35.0000	0.1610	447.1000	1.9916
180.0000	40.0000	0.1638	451.4000	2.0054
180.0000	45.0000	0.1666	455.7000	2.0190
180.0000	50.0000	0.1694	460.1000	2.0326
180.0000	55.0000	0.1722	464.4000	2.0461
180.0000	60.0000	0.1750	468.9000	2.0595
180.0000	65.0000	0.1778	473.3000	2.0728
180.0000	70.0000	0.1806	477.8000	2.0860
180.0000	75.0000	0.1834	482.4000	2.0991
180.0000	80.0000	0.1862	487.0000	2.1122
180.0000	85.0000	0.1889	491.6000	2.1252
180.0000	90.0000	0.1917	496.2000	2.1381
180.0000	95.0000	0.1945	500.9000	2.1509
180.0000	100.0000	0.1972	505.7000	2.1637
180.0000	105.0000	0.2000	510.4000	2.1764
180.0000	110.0000	0.2028	515.2000	2.1890
180.0000	115.0000	0.2055	520.1000	2.2016
180.0000	120.0000	0.2083	525.0000	2.2141
180.0000	125.0000	0.2110	529.9000	2.2265
180.0000	130.0000	0.2138	534.8000	2.2388
190.0000	-20.0000	0.1225	402.5000	1.8274
190.0000	-15.0000	0.1252	406.4000	1.8424
190.0000	-10.0000	0.1280	410.2000	1.8574
190.0000	-5.0000	0.1307	414.2000	1.8722
190.0000	0.0000	0.1335	418.1000	1.8868
190.0000	5.0000	0.1362	422.2000	1.9013
190.0000	10.0000	0.1389	426.2000	1.9158
190.0000	15.0000	0.1416	430.3000	1.9301
190.0000	20.0000	0.1443	434.4000	1.9442
190.0000	25.0000	0.1470	438.6000	1.9583
190.0000	30.0000	0.1497	442.8000	1.9723
190.0000	35.0000	0.1523	447.0000	1.9861
190.0000	40.0000	0.1550	451.3000	1.9999
190.0000	45.0000	0.1577	455.6000	2.0136
190.0000	50.0000	0.1603	459.9000	2.0271
190.0000	55.0000	0.1630	464.3000	2.0406
190.0000	60.0000	0.1656	468.8000	2.0540
190.0000	65.0000	0.1683	473.2000	2.0674
190.0000	70.0000	0.1709	477.7000	2.0806
190.0000	75.0000	0.1736	482.3000	2.0937
190.0000	80.0000	0.1762	486.9000	2.1068
190.0000	85.0000	0.1788	491.5000	2.1198
190.0000	90.0000	0.1815	496.2000	2.1327
190.0000	95.0000	0.1841	500.8000	2.1456
190.0000	100.0000	0.1867	505.6000	2.1583
190.0000	105.0000	0.1893	510.3000	2.1710
190.0000	110.0000	0.1920	515.2000	2.1837
190.0000	115.0000	0.1946	520.0000	2.1962
190.0000	120.0000	0.1972	524.9000	2.2087
190.0000	125.0000	0.1998	529.8000	2.2211
190.0000	130.0000	0.2024	534.7000	2.2335
200.0000	-20.0000	0.1160	402.3000	1.8220
200.0000	-15.0000	0.1187	406.2000	1.8371
200.0000	-10.0000	0.1213	410.1000	1.8520
200.0000	-5.0000	0.1239	414.0000	1.8668
200.0000	0.0000	0.1265	418.0000	1.8815
200.0000	5.0000	0.1291	422.0000	1.8960
200.0000	10.0000	0.1317	426.1000	1.9105
200.0000	15.0000	0.1343	430.1000	1.9248
200.0000	20.0000	0.1368	434.3000	1.9390
200.0000	25.0000	0.1394	438.4000	1.9531
200.0000	30.0000	0.1420	442.6000	1.9670
200.0000	35.0000	0.1445	446.9000	1.9809
200.0000	40.0000	0.1471	451.2000	1.9947
200.0000	45.0000	0.1496	455.5000	2.0084
200.0000	50.0000	0.1521	459.8000	2.0220
200.0000	55.0000	0.1547	464.2000	2.0355
200.0000	60.0000	0.1572	468.7000	2.0489
200.0000	65.0000	0.1597	473.1000	2.0622
200.0000	70.0000	0.1622	477.6000	2.0754
200.0000	75.0000	0.1647	482.2000	2.0886
200.0000	80.0000	0.1672	486.8000	2.1017
200.0000	85.0000	0.1697	491.4000	2.1147
200.0000	90.0000	0.1723	496.1000	2.1276
200.0000	95.0000	0.1748	500.8000	2.1404
200.0000	100.0000	0.1772	505.5000	2.1532
200.0000	105.0000	0.1797	510.3000	2.1659
200.0000	110.0000	0.1822	515.1000	2.1786
200.0000	115.0000	0.1847	519.9000	2.1911
200.0000	120.0000	0.1872	524.8000	2.2036
200.0000	125.0000	0.1897	529.7000	2.2160
200.0000	130.0000	0.1922	534.7000	2.2284
210.0000	-20.0000	0.1102	402.2000	1.8168
210.0000	-15.0000	0.1127	406.0000	1.8319
210.0000	-10.0000	0.1152	409.9000	1.8469
210.0000	-5.0000	0.1177	413.9000	1.8617
210.0000	0.0000	0.1202	417.8000	1.8764
210.0000	5.0000	0.1227	421.9000	1.8910
210.0000	10.0000	0.1252	425.9000	1.9054
210.0000	15.0000	0.1276	430.0000	1.9198
210.0000	20.0000	0.1301	434.1000	1.9340
210.0000	25.0000	0.1326	438.3000	1.9481
210.0000	30.0000	0.1350	442.5000	1.9620
210.0000	35.0000	0.1374	446.7000	1.9759
210.0000	40.0000	0.1399	451.0000	1.9897
210.0000	45.0000	0.1423	455.4000	2.0034
210.0000	50.0000	0.1447	459.7000	2.0170
210.0000	55.0000	0.1471	464.1000	2.0305
210.0000	60.0000	0.1495	468.5000	2.0439
210.0000	65.0000	0.1519	473.0000	2.0573
210.0000	70.0000	0.1543	477.5000	2.0705
210.0000	75.0000	0.1567	482.1000	2.0837
210.0000	80.0000	0.1591	486.7000	2.0968
210.0000	85.0000	0.1615	491.3000	2.1098
210.0000	90.0000	0.1639	496.0000	2.1227
210.0000	95.0000	0.1663	500.7000	2.1356
210.0000	100.0000	0.1687	505.4000	2.1483
210.0000	105.0000	0.1711	510.2000	2.1611
210.0000	110.0000	0.1734	515.0000	2.1737
210.0000	115.0000	0.1758	519.8000	2.1863
210.0000	120.0000	0.1782	524.7000	2.1988
210.0000	125.0000	0.1805	529.6000	2.2112
210.0000	130.0000	0.1829	534.6000	2.2236
220.0000	-15.0000	0.1073	405.8000	1.8270
220.0000	-10.0000	0.1097	409.8000	1.8420
220.0000	-5.0000	0.1121	413.7000	1.8568
220.0000	0.0000	0.1145	417.7000	1.8716
220.0000	5.0000	0.1169	421.7000	1.8861
220.0000	10.0000	0.1193	425.8000	1.9006
220.0000	15.0000	0.1216	429.9000	1.9149
220.0000	20.0000	0.1240	434.0000	1.9292
220.0000	25.0000	0.1263	438.2000	1.9433
220.0000	30.0000	0.1287	442.4000	1.9573
220.0000	35.0000	0.1310	446.6000	1.9712
220.0000	40.0000	0.1333	450.9000	1.9850
220.0000	45.0000	0.1356	455.2000	1.9987
220.0000	50.0000	0.1380	459.6000	2.0123
220.0000	55.0000	0.1403	464.0000	2.0258
220.0000	60.0000	0.1426	468.4000	2.0392
220.0000	65.0000	0.1449	472.9000	2.0526
220.0000	70.0000	0.1472	477.4000	2.0658
220.0000	75.0000	0.1495	482.0000	2.0790
220.0000	80.0000	0.1518	486.6000	2.0921
220.0000	85.0000	0.1540	491.2000	2.1051
220.0000	90.0000	0.1563	495.9000	2.1180
220.0000	95.0000	0.1586	500.6000	2.1309
220.0000	100.0000	0.1609	505.3000	2.1437
220.0000	105.0000	0.1632	510.1000	2.1564
220.0000	110.0000	0.1654	514.9000	2.1690
220.0000	115.0000	0.1677	519.7000	2.1816
220.0000	120.0000	0.1700	524.6000	2.1941
220.0000	125.0000	0.1722	529.6000	2.2066
220.0000	130.0000	0.1745	534.5000	2.2189
220.0000	135.0000	0.1768	539.5000	2.2312
230.0000	-15.0000	0.1024	405.7000	1.8223
230.0000	-10.0000	0.1047	409.6000	1.8373
230.0000	-5.0000	0.1070	413.5000	1.8522
230.0000	0.0000	0.1093	417.5000	1.8669
230.0000	5.0000	0.1116	421.6000	1.8815
230.0000	10.0000	0.1139	425.6000	1.8960
230.0000	15.0000	0.1161	429.7000	1.9103
230.0000	20.0000	0.1184	433.9000	1.9246
230.0000	25.0000	0.1206	438.0000	1.9387
230.0000	30.0000	0.1229	442.2000	1.9527
230.0000	35.0000	0.1251	446.5000	1.9666
230.0000	40.0000	0.1273	450.8000	1.9804
230.0000	45.0000	0.1296	455.1000	1.9941
230.0000	50.0000	0.1318	459.5000	2.0078
230.0000	55.0000	0.1340	463.9000	2.0213
230.0000	60.0000	0.1362	468.3000	2.0347
230.0000	65.0000	0.1384	472.8000	2.0481
230.0000	70.0000	0.1406	477.3000	2.0613
230.0000	75.0000	0.1428	481.9000	2.0745
230.0000	80.0000	0.1450	486.5000	2.0876
230.0000	85.0000	0.1472	491.1000	2.1006
230.0000	90.0000	0.1494	495.8000	2.1136
230.0000	95.0000	0.1516	500.5000	2.1264
230.0000	100.0000	0.1538	505.2000	2.1392
230.0000	105.0000	0.1560	510.0000	2.1520
230.0000	110.0000	0.1581	514.8000	2.1646
230.0000	115.0000	0.1603	519.7000	2.1772
230.0000	120.0000	0.1625	524.6000	2.1897
230.0000	125.0000	0.1646	529.5000	2.2021
230.0000	130.0000	0.1668	534.4000	2.2145
230.0000	135.0000	0.1690	539.4000	2.2268
240.0000	-15.0000	0.0979	405.5000	1.8177
240.0000	-10.0000	0.1001	409.4000	1.8328
240.0000	-5.0000	0.1023	413.4000	1.8476
240.0000	0.0000	0.1045	417.4000	1.8624
240.0000	5.0000	0.1067	421.4000	1.8770
240.0000	10.0000	0.1089	425.5000	1.8915
240.0000	15.0000	0.1111	429.6000	1.9059
240.0000	20.0000	0.1133	433.7000	1.9201
240.0000	25.0000	0.1154	437.9000	1.9343
240.0000	30.0000	0.1176	442.1000	1.9483
240.0000	35.0000	0.1197	446.4000	1.9622
240.0000	40.0000	0.1219	450.7000	1.9761
240.0000	45.0000	0.1240	455.0000	1.9898
240.0000	50.0000	0.1261	459.4000	2.0034
240.0000	55.0000	0.1283	463.8000	2.0169
240.0000	60.0000	0.1304	468.2000	2.0304
240.0000	65.0000	0.1325	472.7000	2.0437
240.0000	70.0000	0.1346	477.2000	2.0570
240.0000	75.0000	0.1367	481.8000	2.0702
240.0000	80.0000	0.1389	486.4000	2.0833
240.0000	85.0000	0.1410	491.0000	2.0963
240.0000	90.0000	0.1431	495.7000	2.1093
240.0000	95.0000	0.1452	500.4000	2.1222
240.0000	100.0000	0.1473	505.1000	2.1350
240.0000	105.0000	0.1493	509.9000	2.1477
240.0000	110.0000	0.1514	514.7000	2.1603
240.0000	115.0000	0.1535	519.6000	2.1729
240.0000	120.0000	0.1556	524.5000	2.1854
240.0000	125.0000	0.1577	529.4000	2.1979
240.0000	130.0000	0.1598	534.4000	2.2103
240.0000	135.0000	0.1618	539.4000	2.2226
250.0000	-15.0000	0.0937	405.3000	1.8133
250.0000	-10.0000	0.0959	409.3000	1.8284
250.0000	-5.0000	0.0980	413.2000	1.8433
250.0000	0.0000	0.1001	417.2000	1.8581
250.0000	5.0000	0.1022	421.2000	1.8727
250.0000	10.0000	0.1043	425.3000	1.8872
250.0000	15.0000	0.1064	429.4000	1.9016
250.0000	20.0000	0.1085	433.6000	1.9159
250.0000	25.0000	0.1106	437.8000	1.9300
250.0000	30.0000	0.1127	442.0000	1.9441
250.0000	35.0000	0.1148	446.2000	1.9580
250.0000	40.0000	0.1168	450.5000	1.9719
250.0000	45.0000	0.1189	454.9000	1.9856
250.0000	50.0000	0.1209	459.2000	1.9992
250.0000	55.0000	0.1230	463.7000	2.0128
250.0000	60.0000	0.1250	468.1000	2.0262
250.0000	65.0000	0.1271	472.6000	2.0396
250.0000	70.0000	0.1291	477.1000	2.0529
250.0000	75.0000	0.1311	481.7000	2.0661
250.0000	80.0000	0.1332	486.3000	2.0792
250.0000	85.0000	0.1352	490.9000	2.0922
250.0000	90.0000	0.1372	495.6000	2.1052
250.0000	95.0000	0.1392	500.3000	2.1180
250.0000	100.0000	0.1413	505.0000	2.1309
250.0000	105.0000	0.1433	509.8000	2.1436
250.0000	110.0000	0.1453	514.6000	2.1562
250.0000	115.0000	0.1473	519.5000	2.1688
250.0000	120.0000	0.1493	524.4000	2.1814
250.0000	125.0000	0.1513	529.3000	2.1938
250.0000	130.0000	0.1533	534.3000	2.2062
250.0000	135.0000	0.1553	539.3000	2.2185
260.0000	-10.0000	0.0920	409.1000	1.8242
260.0000	-5.0000	0.0940	413.1000	1.8391
260.0000	0.0000	0.0961	417.1000	1.8539
260.0000	5.0000	0.0981	421.1000	1.8686
260.0000	10.0000	0.1001	425.2000	1.8831
260.0000	15.0000	0.1022	429.3000	1.8975
260.0000	20.0000	0.1042	433.4000	1.9118
260.0000	25.0000	0.1062	437.6000	1.9260
260.0000	30.0000	0.1082	441.9000	1.9400
260.0000	35.0000	0.1102	446.1000	1.9540
260.0000	40.0000	0.1122	450.4000	1.9678
260.0000	45.0000	0.1142	454.8000	1.9815
260.0000	50.0000	0.1161	459.1000	1.9952
260.0000	55.0000	0.1181	463.5000	2.0088
260.0000	60.0000	0.1201	468.0000	2.0222
260.0000	65.0000	0.1221	472.5000	2.0356
260.0000	70.0000	0.1240	477.0000	2.0489
260.0000	75.0000	0.1260	481.6000	2.0621
260.0000	80.0000	0.1279	486.2000	2.0752
260.0000	85.0000	0.1299	490.8000	2.0882
260.0000	90.0000	0.1318	495.5000	2.1012
260.0000	95.0000	0.1338	500.2000	2.1141
260.0000	100.0000	0.1357	505.0000	2.1269
260.0000	105.0000	0.1377	509.7000	2.1396
260.0000	110.0000	0.1396	514.6000	2.1523
260.0000	115.0000	0.1415	519.4000	2.1649
260.0000	120.0000	0.1434	524.3000	2.1774
260.0000	125.0000	0.1454	529.2000	2.1899
260.0000	130.0000	0.1473	534.2000	2.2023
260.0000	135.0000	0.1492	539.2000	2.2146
260.0000	140.0000	0.1511	544.2000	2.2269
270.0000	-10.0000	0.0883	408.9000	1.8201
270.0000	-5.0000	0.0903	412.9000	1.8351
270.0000	0.0000	0.0923	416.9000	1.8499
270.0000	5.0000	0.0943	420.9000	1.8646
270.0000	10.0000	0.0962	425.0000	1.8791
270.0000	15.0000	0.0982	429.1000	1.8935
270.0000	20.0000	0.1002	433.3000	1.9078
270.0000	25.0000	0.1021	437.5000	1.9220
270.0000	30.0000	0.1040	441.7000	1.9361
270.0000	35.0000	0.1060	446.0000	1.9500
270.0000	40.0000	0.1079	450.3000	1.9639
270.0000	45.0000	0.1098	454.6000	1.9777
270.0000	50.0000	0.1117	459.0000	1.9913
270.0000	55.0000	0.1136	463.4000	2.0049
270.0000	60.0000	0.1155	467.9000	2.0183
270.0000	65.0000	0.1174	472.4000	2.0317
270.0000	70.0000	0.1193	476.9000	2.0450
270.0000	75.0000	0.1212	481.5000	2.0582
270.0000	80.0000	0.1231	486.1000	2.0714
270.0000	85.0000	0.1250	490.7000	2.0844
270.0000	90.0000	0.1268	495.4000	2.0974
270.0000	95.0000	0.1287	500.1000	2.1103
270.0000	100.0000	0.1306	504.9000	2.1231
270.0000	105.0000	0.1325	509.6000	2.1358
270.0000	110.0000	0.1343	514.5000	2.1485
270.0000	115.0000	0.1362	519.3000	2.1611
270.0000	120.0000	0.1380	524.2000	2.1736
270.0000	125.0000	0.1399	529.2000	2.1861
270.0000	130.0000	0.1418	534.1000	2.1985
270.0000	135.0000	0.1436	539.1000	2.2108
270.0000	140.0000	0.1455	544.2000	2.2231
280.0000	-10.0000	0.0850	408.7000	1.8162
280.0000	-5.0000	0.0869	412.7000	1.8312
280.0000	0.0000	0.0888	416.7000	1.8460
280.0000	5.0000	0.0907	420.8000	1.8607
280.0000	10.0000	0.0926	424.9000	1.8753
280.0000	15.0000	0.0945	429.0000	1.8897
280.0000	20.0000	0.0964	433.2000	1.9040
280.0000	25.0000	0.0983	437.4000	1.9182
280.0000	30.0000	0.1002	441.6000	1.9323
280.0000	35.0000	0.1020	445.9000	1.9463
280.0000	40.0000	0.1039	450.2000	1.9601
280.0000	45.0000	0.1057	454.5000	1.9739
280.0000	50.0000	0.1076	458.9000	1.9876
280.0000	55.0000	0.1094	463.3000	2.0011
280.0000	60.0000	0.1113	467.8000	2.0146
280.0000	65.0000	0.1131	472.3000	2.0280
280.0000	70.0000	0.1149	476.8000	2.0413
280.0000	75.0000	0.1168	481.4000	2.0545
280.0000	80.0000	0.1186	486.0000	2.0677
280.0000	85.0000	0.1204	490.6000	2.0807
280.0000	90.0000	0.1222	495.3000	2.0937
280.0000	95.0000	0.1240	500.0000	2.1066
280.0000	100.0000	0.1258	504.8000	2.1194
280.0000	105.0000	0.1276	509.6000	2.1322
280.0000	110.0000	0.1294	514.4000	2.1448
280.0000	115.0000	0.1312	519.2000	2.1574
280.0000	120.0000	0.1330	524.1000	2.1700
280.0000	125.0000	0.1348	529.1000	2.1824
280.0000	130.0000	0.1366	534.0000	2.1948
280.0000	135.0000	0.1384	539.0000	2.2072
280.0000	140.0000	0.1402	544.1000	2.2194
290.0000	-10.0000	0.0818	408.6000	1.8124
290.0000	-5.0000	0.0837	412.6000	1.8274
290.0000	0.0000	0.0856	416.6000	1.8422
290.0000	5.0000	0.0874	420.6000	1.8569
290.0000	10.0000	0.0893	424.7000	1.8715
290.0000	15.0000	0.0911	428.9000	1.8860
290.0000	20.0000	0.0929	433.0000	1.9003
290.0000	25.0000	0.0947	437.2000	1.9145
290.0000	30.0000	0.0965	441.5000	1.9286
290.0000	35.0000	0.0984	445.7000	1.9426
290.0000	40.0000	0.1002	450.0000	1.9565
290.0000	45.0000	0.1020	454.4000	1.9702
290.0000	50.0000	0.1037	458.8000	1.9839
290.0000	55.0000	0.1055	463.2000	1.9975
290.0000	60.0000	0.1073	467.7000	2.0110
290.0000	65.0000	0.1091	472.2000	2.0244
290.0000	70.0000	0.1108	476.7000	2.0377
290.0000	75.0000	0.1126	481.3000	2.0509
290.0000	80.0000	0.1144	485.9000	2.0641
290.0000	85.0000	0.1161	490.5000	2.0771
290.0000	90.0000	0.1179	495.2000	2.0901
290.0000	95.0000	0.1196	499.9000	2.1030
290.0000	100.0000	0.1214	504.7000	2.1159
290.0000	105.0000	0.1231	509.5000	2.1286
290.0000	110.0000	0.1249	514.3000	2.1413
290.0000	115.0000	0.1266	519.2000	2.1539
290.0000	120.0000	0.1284	524.1000	2.1664
290.0000	125.0000	0.1301	529.0000	2.1789
290.0000	130.0000	0.1318	534.0000	2.1913
290.0000	135.0000	0.1336	539.0000	2.2037
290.0000	140.0000	0.1353	544.0000	2.2159
300.0000	-10.0000	0.0789	408.4000	1.8087
300.0000	-5.0000	0.0807	412.4000	1.8237
300.0000	0.0000	0.0825	416.4000	1.8386
300.0000	5.0000	0.0843	420.5000	1.8533
300.0000	10.0000	0.0861	424.6000	1.8679
300.0000	15.0000	0.0879	428.7000	1.8824
300.0000	20.0000	0.0897	432.9000	1.8967
300.0000	25.0000	0.0914	437.1000	1.9109
300.0000	30.0000	0.0932	441.3000	1.9250
300.0000	35.0000	0.0949	445.6000	1.9390
300.0000	40.0000	0.0967	449.9000	1.9529
300.0000	45.0000	0.0984	454.3000	1.9667
300.0000	50.0000	0.1002	458.7000	1.9804
300.0000	55.0000	0.1019	463.1000	1.9940
300.0000	60.0000	0.1036	467.6000	2.0075
300.0000	65.0000	0.1053	472.1000	2.0209
300.0000	70.0000	0.1070	476.6000	2.0342
300.0000	75.0000	0.1088	481.2000	2.0475
300.0000	80.0000	0.1105	485.8000	2.0606
300.0000	85.0000	0.1122	490.4000	2.0737
300.0000	90.0000	0.1139	495.1000	2.0867
300.0000	95.0000	0.1156	499.8000	2.0996
300.0000	100.0000	0.1173	504.6000	2.1124
300.0000	105.0000	0.1189	509.4000	2.1252
300.0000	110.0000	0.1206	514.2000	2.1379
300.0000	115.0000	0.1223	519.1000	2.1505
300.0000	120.0000	0.1240	524.0000	2.1630
300.0000	125.0000	0.1257	528.9000	2.1755
300.0000	130.0000	0.1274	533.9000	2.1879
300.0000	135.0000	0.1290	538.9000	2.2003
300.0000	140.0000	0.1307	543.9000	2.2125
310.0000	-10.0000	0.0762	408.2000	1.8051
310.0000	-5.0000	0.0779	412.2000	1.8201
310.0000	0.0000	0.0797	416.3000	1.8350
310.0000	5.0000	0.0814	420.3000	1.8498
310.0000	10.0000	0.0832	424.4000	1.8644
310.0000	15.0000	0.0849	428.6000	1.8789
310.0000	20.0000	0.0866	432.7000	1.8932
310.0000	25.0000	0.0883	437.0000	1.9075
310.0000	30.0000	0.0900	441.2000	1.9216
310.0000	35.0000	0.0917	445.5000	1.9356
310.0000	40.0000	0.0934	449.8000	1.9495
310.0000	45.0000	0.0951	454.2000	1.9633
310.0000	50.0000	0.0968	458.5000	1.9770
310.0000	55.0000	0.0985	463.0000	1.9906
310.0000	60.0000	0.1001	467.4000	2.0041
310.0000	65.0000	0.1018	471.9000	2.0175
310.0000	70.0000	0.1035	476.5000	2.0309
310.0000	75.0000	0.1051	481.1000	2.0441
310.0000	80.0000	0.1068	485.7000	2.0573
310.0000	85.0000	0.1084	490.3000	2.0703
310.0000	90.0000	0.1101	495.0000	2.0833
310.0000	95.0000	0.1117	499.7000	2.0962
310.0000	100.0000	0.1134	504.5000	2.1091
310.0000	105.0000	0.1150	509.3000	2.1219
310.0000	110.0000	0.1167	514.1000	2.1345
310.0000	115.0000	0.1183	519.0000	2.1472
310.0000	120.0000	0.1199	523.9000	2.1597
310.0000	125.0000	0.1216	528.8000	2.1722
310.0000	130.0000	0.1232	533.8000	2.1846
310.0000	135.0000	0.1248	538.8000	2.1970
310.0000	140.0000	0.1264	543.9000	2.2092
320.0000	-5.0000	0.0753	412.1000	1.8166
320.0000	0.0000	0.0770	416.1000	1.8316
320.0000	5.0000	0.0787	420.2000	1.8463
320.0000	10.0000	0.0804	424.3000	1.8610
320.0000	15.0000	0.0821	428.4000	1.8755
320.0000	20.0000	0.0838	432.6000	1.8898
320.0000	25.0000	0.0854	436.8000	1.9041
320.0000	30.0000	0.0871	441.1000	1.9182
320.0000	35.0000	0.0887	445.4000	1.9323
320.0000	40.0000	0.0904	449.7000	1.9462
320.0000	45.0000	0.0920	454.0000	1.9600
320.0000	50.0000	0.0937	458.4000	1.9737
320.0000	55.0000	0.0953	462.9000	1.9873
320.0000	60.0000	0.0969	467.3000	2.0008
320.0000	65.0000	0.0985	471.8000	2.0142
320.0000	70.0000	0.1001	476.4000	2.0276
320.0000	75.0000	0.1018	481.0000	2.0408
320.0000	80.0000	0.1034	485.6000	2.0540
320.0000	85.0000	0.1050	490.2000	2.0671
320.0000	90.0000	0.1066	494.9000	2.0801
320.0000	95.0000	0.1082	499.6000	2.0930
320.0000	100.0000	0.1098	504.4000	2.1059
320.0000	105.0000	0.1113	509.2000	2.1186
320.0000	110.0000	0.1129	514.0000	2.1313
320.0000	115.0000	0.1145	518.9000	2.1440
320.0000	120.0000	0.1161	523.8000	2.1565
320.0000	125.0000	0.1177	528.8000	2.1690
320.0000	130.0000	0.1193	533.7000	2.1814
320.0000	135.0000	0.1208	538.7000	2.1938
320.0000	140.0000	0.1224	543.8000	2.2060
320.0000	145.0000	0.1240	548.9000	2.2183
330.0000	-5.0000	0.0728	411.9000	1.8132
330.0000	0.0000	0.0745	415.9000	1.8282
330.0000	5.0000	0.0762	420.0000	1.8430
330.0000	10.0000	0.0778	424.1000	1.8576
330.0000	15.0000	0.0794	428.3000	1.8722
330.0000	20.0000	0.0811	432.5000	1.8865
330.0000	25.0000	0.0827	436.7000	1.9008
330.0000	30.0000	0.0843	440.9000	1.9150
330.0000	35.0000	0.0859	445.2000	1.9290
330.0000	40.0000	0.0875	449.5000	1.9429
330.0000	45.0000	0.0891	453.9000	1.9568
330.0000	50.0000	0.0907	458.3000	1.9705
330.0000	55.0000	0.0923	462.7000	1.9841
330.0000	60.0000	0.0939	467.2000	1.9976
330.0000	65.0000	0.0954	471.7000	2.0111
330.0000	70.0000	0.0970	476.3000	2.0244
330.0000	75.0000	0.0986	480.9000	2.0377
330.0000	80.0000	0.1001	485.5000	2.0508
330.0000	85.0000	0.1017	490.1000	2.0639
330.0000	90.0000	0.1032	494.8000	2.0769
330.0000	95.0000	0.1048	499.6000	2.0899
330.0000	100.0000	0.1063	504.3000	2.1027
330.0000	105.0000	0.1079	509.1000	2.1155
330.0000	110.0000	0.1094	514.0000	2.1282
330.0000	115.0000	0.1110	518.8000	2.1408
330.0000	120.0000	0.1125	523.7000	2.1534
330.0000	125.0000	0.1140	528.7000	2.1659
330.0000	130.0000	0.1156	533.6000	2.1783
330.0000	135.0000	0.1171	538.7000	2.1907
330.0000	140.0000	0.1186	543.7000	2.2029
330.0000	145.0000	0.1202	548.8000	2.2152
340.0000	-5.0000	0.0705	411.7000	1.8099
340.0000	0.0000	0.0722	415.8000	1.8249
340.0000	5.0000	0.0738	419.9000	1.8397
340.0000	10.0000	0.0754	424.0000	1.8544
340.0000	15.0000	0.0770	428.1000	1.8689
340.0000	20.0000	0.0786	432.3000	1.8833
340.0000	25.0000	0.0801	436.5000	1.8976
340.0000	30.0000	0.0817	440.8000	1.9118
340.0000	35.0000	0.0833	445.1000	1.9258
340.0000	40.0000	0.0848	449.4000	1.9398
340.0000	45.0000	0.0864	453.8000	1.9536
340.0000	50.0000	0.0879	458.2000	1.9673
340.0000	55.0000	0.0895	462.6000	1.9810
340.0000	60.0000	0.0910	467.1000	1.9945
340.0000	65.0000	0.0925	471.6000	2.0080
340.0000	70.0000	0.0941	476.2000	2.0213
340.0000	75.0000	0.0956	480.8000	2.0346
340.0000	80.0000	0.0971	485.4000	2.0478
340.0000	85.0000	0.0986	490.0000	2.0609
340.0000	90.0000	0.1001	494.7000	2.0739
340.0000	95.0000	0.1016	499.5000	2.0868
340.0000	100.0000	0.1031	504.2000	2.0997
340.0000	105.0000	0.1046	509.0000	2.1125
340.0000	110.0000	0.1061	513.9000	2.1252
340.0000	115.0000	0.1076	518.7000	2.1378
340.0000	120.0000	0.1091	523.6000	2.1504
340.0000	125.0000	0.1106	528.6000	2.1629
340.0000	130.0000	0.1121	533.6000	2.1753
340.0000	135.0000	0.1136	538.6000	2.1876
340.0000	140.0000	0.1151	543.6000	2.1999
340.0000	145.0000	0.1166	548.7000	2.2122
350.0000	-5.0000	0.0683	411.6000	1.8067
350.0000	0.0000	0.0699	415.6000	1.8217
350.0000	5.0000	0.0715	419.7000	1.8365
350.0000	10.0000	0.0731	423.8000	1.8512
350.0000	15.0000	0.0746	428.0000	1.8658
350.0000	20.0000	0.0762	432.2000	1.8802
350.0000	25.0000	0.0777	436.4000	1.8945
350.0000	30.0000	0.0792	440.7000	1.9087
350.0000	35.0000	0.0808	445.0000	1.9228
350.0000	40.0000	0.0823	449.3000	1.9367
350.0000	45.0000	0.0838	453.7000	1.9506
350.0000	50.0000	0.0853	458.1000	1.9643
350.0000	55.0000	0.0868	462.5000	1.9779
350.0000	60.0000	0.0883	467.0000	1.9915
350.0000	65.0000	0.0898	471.5000	2.0049
